image 1/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\00c9sdfq.jpg: 640x480 1 potholes, 88.8ms
image 412/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q0kdy026.jpg: 480x640 3 potholess, 24.9ms
image 413/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q0kvvyii.jpg: 384x640 1 potholes, 18.9ms
image 414/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q1f3n9o6.jpg: 640x640 1 potholes, 25.9ms
image 415/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q2f8rywl.jpg: 640x640 (no detections), 25.9ms
image 416/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q2pjk3mf.jpg: 640x512 (no detections), 21.9ms
image 417/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q2u15k9h.jpg: 384x640 2 potholess, 17.0ms
image 418/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q336geoj.jpg: 448x640 (no detections), 23.9ms
image 419/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q3km3lib.jpg: 448x640 2 potholess, 21.9ms
image 420/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q45gyxoe.jpg: 640x512 1 potholes, 21.9ms
image 421/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q48bidyl.jpg: 352x640 2 potholess, 17.9ms
image 422/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q4c5u82x.jpg: 384x640 (no detections), 17.0ms
image 423/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q4c9v0wb.jpg: 448x640 1 potholes, 21.9ms
image 424/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q4glcyu9.jpg: 384x640 (no detections), 18.9ms
image 425/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q4nfmqzx.jpg: 384x640 (no detections), 17.0ms
image 426/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q5byqlne.jpg: 384x640 3 potholess, 17.0ms
image 427/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q63fjjfx.jpg: 448x640 (no detections), 21.9ms
image 428/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q65x03v5.jpg: 640x640 1 potholes, 25.9ms
image 429/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q6h57n8t.jpg: 480x640 1 potholes, 21.9ms
image 430/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q6hgmz3z.jpg: 352x640 (no detections), 16.0ms
image 431/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q7871ibl.jpg: 640x640 1 potholes, 22.9ms
image 432/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q7r4no7a.jpg: 640x480 1 potholes, 19.9ms
image 433/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q7zsyz28.jpg: 640x640 1 potholes, 23.9ms
image 434/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q8ao09lo.jpg: 256x640 2 potholess, 14.0ms
image 435/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q8s3ax2f.jpg: 448x640 2 potholess, 20.9ms
image 436/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\q8yi83m7.jpg: 448x640 1 potholes, 19.9ms
image 437/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qa3p4hpc.jpg: 384x640 3 potholess, 18.0ms
image 438/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qau7r55c.jpg: 480x640 2 potholess, 21.9ms
image 439/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qb04k52a.jpg: 384x640 1 potholes, 18.0ms
image 440/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qb69lo0u.jpg: 384x640 1 potholes, 16.0ms
image 441/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qb6asyii.jpg: 320x640 2 potholess, 16.0ms
image 442/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qbb5zrf4.jpg: 640x512 3 potholess, 20.9ms
image 443/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qbkmxlgi.jpg: 480x640 1 potholes, 19.9ms
image 444/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qc5fkjfd.jpg: 480x640 2 potholess, 19.9ms
image 445/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qcmdwnty.jpg: 640x480 2 potholess, 19.9ms
image 446/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qco3rmqn.jpg: 640x512 1 potholes, 18.9ms
image 447/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qcuhx9dx.jpg: 384x640 1 potholes, 16.0ms
image 448/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qekma0b2.jpg: 384x640 1 potholes, 16.0ms
image 449/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qf0zpxus.jpg: 544x640 1 potholes, 22.9ms
image 450/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qf2xlhuu.jpg: 448x640 1 potholes, 20.9ms
image 451/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qf52pgbl.jpg: 384x640 (no detections), 17.0ms
image 452/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qf5jaiyv.jpg: 384x640 1 potholes, 14.0ms
image 453/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qfjdib2j.jpg: 480x640 (no detections), 21.9ms
image 454/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qfs3ej59.jpg: 352x640 2 potholess, 17.0ms
image 455/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qgki6i8o.jpg: 480x640 (no detections), 20.9ms
image 456/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qgqm50p9.jpg: 480x640 4 potholess, 19.9ms
image 457/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qiauo3df.jpg: 640x640 1 potholes, 23.9ms
image 458/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qix136jp.jpg: 448x640 4 potholess, 21.9ms
image 459/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qjny1cu9.jpg: 384x640 3 potholess, 17.0ms
image 460/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qjqwad0o.jpg: 640x640 (no detections), 24.9ms
image 461/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qju5klwn.jpg: 480x640 3 potholess, 23.9ms
image 462/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qn9gj0mx.jpg: 480x640 (no detections), 19.9ms
image 463/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qnprg86m.jpg: 384x640 15 potholess, 16.0ms
image 464/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qo36a2a3.jpg: 448x640 5 potholess, 20.9ms
image 465/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qo4yejj9.jpg: 480x640 (no detections), 21.9ms
image 466/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qo7634yj.jpg: 544x640 1 potholes, 21.9ms
image 467/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qob463fc.jpg: 480x640 1 potholes, 22.9ms
image 468/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qojbtxtg.jpg: 640x480 1 potholes, 20.9ms
image 469/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qovuvjou.jpg: 480x640 1 potholes, 19.9ms
image 470/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qowcvo2v.jpg: 448x640 1 potholes, 20.9ms
image 471/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qp3n5c6c.jpg: 448x640 12 potholess, 21.9ms
image 472/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qp7ce5nc.jpg: 640x384 1 potholes, 17.0ms
image 473/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qqll846k.jpg: 352x640 2 potholess, 16.0ms
image 474/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qqnqxd0k.jpg: 480x640 2 potholess, 21.9ms
image 475/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qqvxeiwq.jpg: 384x640 1 potholes, 17.0ms
image 476/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qqxrml9m.jpg: 640x480 3 potholess, 19.9ms
image 477/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qr4eb1ov.jpg: 384x640 (no detections), 16.0ms
image 478/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qrbcnhog.jpg: 640x480 3 potholess, 18.9ms
image 479/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qrd73lit.jpg: 640x640 4 potholess, 22.9ms
image 480/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qrfole8s.jpg: 448x640 5 potholess, 20.9ms
image 481/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qrguntxk.jpg: 384x640 13 potholess, 16.0ms
image 482/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qrobpu9d.jpg: 384x640 2 potholess, 18.9ms
image 483/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qsi7wipr.jpg: 384x640 2 potholess, 17.0ms
image 484/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qsu311ag.jpg: 320x640 3 potholess, 17.0ms
image 485/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qswj5cvk.jpg: 448x640 (no detections), 24.9ms
image 486/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qsy7ceta.jpg: 640x640 1 potholes, 26.9ms
image 487/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qt16h914.jpg: 480x640 1 potholes, 24.9ms
image 488/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qtiix208.jpg: 448x640 1 potholes, 23.9ms
image 489/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qtqe17fv.jpg: 384x640 (no detections), 18.0ms
image 490/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qu07f1p0.jpg: 384x640 (no detections), 17.0ms
image 491/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\quo33xlr.jpg: 640x480 6 potholess, 20.9ms
image 492/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qvd6rzrr.jpg: 384x640 2 potholess, 16.0ms
image 493/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qwe41nky.jpg: 640x640 (no detections), 24.9ms
image 494/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qxbn5yv1.jpg: 480x640 2 potholess, 21.9ms
image 495/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qy1dsn6b.jpg: 224x640 (no detections), 13.0ms
image 496/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qy4f55zi.jpg: 480x640 1 potholes, 21.9ms
image 497/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qytsrbk1.jpg: 352x640 2 potholess, 17.0ms
image 498/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qyuvdzxr.jpg: 448x640 2 potholess, 19.9ms
image 499/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qyxy6fsj.jpg: 448x640 2 potholess, 19.9ms
image 500/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qyy44tpp.jpg: 352x640 (no detections), 15.0ms
image 501/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qz6kphyc.jpg: 384x640 1 potholes, 17.0ms
image 502/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qz8lqu7x.jpg: 480x640 2 potholess, 20.9ms
image 503/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qz9094b1.jpg: 384x640 (no detections), 17.0ms
image 504/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\qzp0ecxb.jpg: 352x640 (no detections), 17.0ms
image 1/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r02y796f.jpg: 640x480 6 potholess, 180.5ms
image 2/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r06dqzmc.jpg: 640x640 4 potholess, 29.9ms
image 3/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r08ebhf0.jpg: 512x640 (no detections), 25.9ms
image 4/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r0bvl744.jpg: 448x640 5 potholess, 27.9ms
image 5/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r0twoll5.jpg: 448x640 1 potholes, 26.9ms
image 6/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r1h43ryl.jpg: 480x640 5 potholess, 28.9ms
image 7/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r1hqx6j2.jpg: 384x640 1 potholes, 19.9ms
image 8/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r2l64kru.jpg: 384x640 1 potholes, 17.0ms
image 9/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r2rhjo8u.jpg: 480x640 2 potholess, 24.9ms
image 10/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r2rvi6j0.jpg: 448x640 (no detections), 23.9ms
image 11/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r2uvaxup.jpg: 640x640 4 potholess, 27.9ms
image 12/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r35xjgyx.jpg: 448x640 2 potholess, 20.9ms
image 13/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r3fscte9.jpg: 448x640 1 potholes, 19.9ms
image 14/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r3nc208z.jpg: 384x640 1 potholes, 17.0ms
image 15/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r3y93pa6.jpg: 640x480 1 potholes, 20.9ms
image 16/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r4cyuanb.jpg: 352x640 2 potholess, 16.0ms
image 17/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r4d1uqcg.jpg: 640x640 1 potholes, 22.9ms
image 18/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r4yyappa.jpg: 448x640 1 potholes, 21.9ms
image 19/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r4z4ukql.jpg: 512x640 3 potholess, 20.9ms
image 20/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r507bill.jpg: 640x480 1 potholes, 18.9ms
image 21/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r5c37kuy.jpg: 512x640 (no detections), 20.9ms
image 22/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r5ndcls4.jpg: 640x480 1 potholes, 20.9ms
image 23/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r68m7sbk.jpg: 320x640 2 potholess, 15.0ms
image 24/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r6glfkhm.jpg: 480x640 (no detections), 21.9ms
image 25/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r73udoe3.jpg: 640x640 2 potholess, 24.9ms
image 26/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r7cgsqjt.jpg: 480x640 1 potholes, 23.9ms
image 27/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r7eb1sdm.jpg: 384x640 2 potholess, 18.0ms
image 28/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r82neyhy.jpg: 512x640 1 potholes, 20.9ms
image 29/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r8alk78z.jpg: 384x640 (no detections), 17.0ms
image 30/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r8y6myoi.jpg: 480x640 (no detections), 20.9ms
image 31/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r8z6xjbl.jpg: 480x640 (no detections), 20.9ms
image 32/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r9233nda.jpg: 480x640 (no detections), 20.9ms
image 33/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r95h5zom.jpg: 352x640 2 potholess, 16.0ms
image 34/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r9al95vb.jpg: 416x640 1 potholes, 20.9ms
image 35/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r9hs3p5y.jpg: 640x640 (no detections), 24.9ms
image 36/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r9rq07sw.jpg: 448x640 3 potholess, 20.9ms
image 37/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\r9wjfbc3.jpg: 512x640 2 potholess, 19.9ms
image 38/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ra2nhgg7.jpg: 448x640 3 potholess, 20.9ms
image 39/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rahgte9q.jpg: 448x640 1 potholes, 20.9ms
image 40/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\raosjh89.jpg: 384x640 (no detections), 17.0ms
image 41/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rasjodjk.jpg: 448x640 (no detections), 21.9ms
image 42/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rayuz5nz.jpg: 512x640 (no detections), 20.9ms
image 43/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rb3b42zy.jpg: 640x640 (no detections), 24.9ms
image 44/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rb7zle3a.jpg: 640x480 2 potholess, 19.9ms
image 45/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rbf7x3ly.jpg: 416x640 2 potholess, 21.9ms
image 46/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rbjg8pb4.jpg: 384x640 (no detections), 17.0ms
image 47/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rc4xwac3.jpg: 640x480 2 potholess, 19.9ms
image 48/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rcg7dm3p.jpg: 448x640 5 potholess, 20.9ms
image 49/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rchap57e.jpg: 640x512 (no detections), 19.9ms
image 50/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rcilxqn7.jpg: 384x640 2 potholess, 17.0ms
image 51/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rclku9ck.jpg: 448x640 1 potholes, 20.9ms
image 52/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rcvndww9.jpg: 640x640 1 potholes, 24.9ms
image 53/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rd4ui1ol.jpg: 640x640 2 potholess, 24.9ms
image 54/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\re0if1vg.jpg: 416x640 2 potholess, 19.9ms
image 55/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\re1uy1ch.jpg: 640x480 7 potholess, 19.9ms
image 56/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\re2y9oag.jpg: 480x640 1 potholes, 21.9ms
image 57/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\re6s0gjb.jpg: 480x640 1 potholes, 20.9ms
image 58/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ree3bmc1.jpg: 640x640 4 potholess, 23.9ms
image 59/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rf1w46qk.jpg: 640x640 1 potholes, 23.9ms
image 60/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rfbvlfqc.jpg: 384x640 3 potholess, 17.0ms
image 61/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rfilcy1h.jpg: 640x544 1 potholes, 22.9ms
image 62/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rfkkyejd.jpg: 448x640 1 potholes, 20.9ms
image 63/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rgqef0s5.jpg: 448x640 3 potholess, 20.9ms
image 64/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rgy6fse2.jpg: 416x640 (no detections), 21.9ms
image 65/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rgy9ydbg.jpg: 448x640 2 potholess, 21.9ms
image 66/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rgyalrfr.jpg: 448x640 3 potholess, 19.9ms
image 67/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rh8pn8ht.jpg: 416x640 (no detections), 21.9ms
image 68/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rhiwahi0.jpg: 448x640 (no detections), 20.9ms
image 69/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rhpheyji.jpg: 640x480 (no detections), 20.9ms
image 70/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rhtz9ndx.jpg: 640x640 (no detections), 24.9ms
image 71/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rhu1ruyj.jpg: 448x640 1 potholes, 19.9ms
image 72/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ri2xkuo9.jpg: 384x640 (no detections), 17.0ms
image 73/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ri9i3rgr.jpg: 384x640 1 potholes, 16.0ms
image 74/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\riaramzo.jpg: 640x480 3 potholess, 18.9ms
image 75/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ricgey51.jpg: 416x640 1 potholes, 20.9ms
image 76/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rij47hr5.jpg: 416x640 1 potholes, 19.9ms
image 77/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\riuuhuat.jpg: 640x640 (no detections), 24.9ms
image 78/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\riw3iprx.jpg: 640x480 1 potholes, 18.9ms
image 79/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rjan48sq.jpg: 384x640 1 potholes, 17.0ms
image 80/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rjs2rfv4.jpg: 640x640 (no detections), 25.9ms
image 81/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rkai7nyg.jpg: 384x640 2 potholess, 17.0ms
image 82/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rkiz5gdc.jpg: 640x640 9 potholess, 29.9ms
image 83/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rkmg6elv.jpg: 640x384 1 potholes, 19.0ms
image 84/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rkn17ffi.jpg: 640x640 5 potholess, 28.9ms
image 85/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rkqob3gn.jpg: 448x640 (no detections), 24.9ms
image 86/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rkqv19wc.jpg: 448x640 21 potholess, 24.9ms
image 87/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rkugf4jj.jpg: 448x640 1 potholes, 22.9ms
image 88/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rl9x9szw.jpg: 640x640 3 potholess, 26.9ms
image 89/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rlcwq5xp.jpg: 640x576 1 potholes, 24.9ms
image 90/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rlhla3gx.jpg: 640x640 (no detections), 25.9ms
image 91/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rllgfum1.jpg: 448x640 4 potholess, 22.9ms
image 92/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rlpf4gkh.jpg: 320x640 1 potholes, 17.0ms
image 93/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rlrdcls4.jpg: 384x640 1 potholes, 17.0ms
image 94/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rlx5qypw.jpg: 640x480 3 potholess, 19.9ms
image 95/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rlyak531.jpg: 384x640 7 potholess, 16.0ms
image 96/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rm5t2r18.jpg: 640x512 3 potholess, 20.9ms
image 97/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rm6w1yxi.jpg: 384x640 1 potholes, 16.0ms
image 98/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rm85rx0a.jpg: 640x512 1 potholes, 20.9ms
image 99/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rmscngoj.jpg: 480x640 3 potholess, 22.9ms
image 100/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rmzxyt55.jpg: 480x640 2 potholess, 21.9ms
image 101/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rnlp9d9u.jpg: 448x640 (no detections), 23.9ms
image 102/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rnwt4g6r.jpg: 480x640 1 potholes, 22.9ms
image 103/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rnxyrqzv.jpg: 640x480 5 potholess, 18.9ms
image 104/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ro8fsqba.jpg: 480x640 1 potholes, 21.9ms
image 105/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\roerucxt.jpg: 640x640 (no detections), 24.9ms
image 106/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rofufv98.jpg: 480x640 1 potholes, 23.9ms
image 107/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rpomcyp7.jpg: 448x640 (no detections), 21.9ms
image 108/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rq7zo7dp.jpg: 384x640 1 potholes, 17.0ms
image 109/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rqfvbxzj.jpg: 640x640 (no detections), 24.9ms
image 110/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rrdy7n22.jpg: 480x640 1 potholes, 20.9ms
image 111/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rrg305x0.jpg: 352x640 1 potholes, 16.0ms
image 112/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rt4ooy3e.jpg: 480x640 (no detections), 21.9ms
image 113/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rt9uwb2a.jpg: 480x640 (no detections), 21.9ms
image 114/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rtcd3tma.jpg: 448x640 4 potholess, 22.9ms
image 115/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rupmen9v.jpg: 480x640 (no detections), 22.9ms
image 116/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rv5ihk3f.jpg: 384x640 8 potholess, 16.0ms
image 117/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rv9toc4b.jpg: 384x640 1 potholes, 16.0ms
image 118/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rw6kfw4m.jpg: 480x640 (no detections), 22.9ms
image 119/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rwm6o4zk.jpg: 640x640 (no detections), 25.9ms
image 120/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\rx7wkiwx.jpg: 480x640 27 potholess, 21.9ms
image 121/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ry0ynddg.jpg: 384x640 (no detections), 17.0ms
image 122/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part7\ryloy09h.jpg: 640x512 1 potholes, 20.9ms
